Run,Host,geo_loc_name_country
SRR7617439,Cattle,New Zealand
SRR7617440,Possum,New Zealand
SRR7617441,Cattle,United Kingdom
SRR7617442,Cattle,New Zealand
SRR7617443,Ferret,New Zealand
SRR7617444,Cattle,New Zealand
SRR7617445,Possum,New Zealand
SRR7617446,Cattle,New Zealand
SRR7617447,Cattle,New Zealand
SRR7617448,Cattle,New Zealand
SRR7617449,Cattle,New Zealand
SRR7617450,Ferret,New Zealand
SRR7617451,Cattle,New Zealand
SRR7617452,Porcine,New Zealand
SRR7617453,Cattle,New Zealand
SRR7617454,Cattle,New Zealand
SRR7617455,Cattle,New Zealand
SRR7617456,Cattle,New Zealand
SRR7617457,Porcine,New Zealand
SRR7617458,Porcine,New Zealand
SRR7617459,Cattle,New Zealand
SRR7617460,Cattle,New Zealand
SRR7617461,Cattle,New Zealand
SRR7617462,Cattle,New Zealand
SRR7617463,Cattle,New Zealand
SRR7617464,Cattle,New Zealand
SRR7617465,Cattle,New Zealand
SRR7617466,Cervid,New Zealand
SRR7617467,Cattle,New Zealand
SRR7617468,Cervid,New Zealand
SRR7617469,Cattle,New Zealand
SRR7617470,Cattle,New Zealand
SRR7617471,Cattle,New Zealand
SRR7617472,Ferret,New Zealand
SRR7617473,Ferret,New Zealand
SRR7617474,Ferret,New Zealand
SRR7617475,Ferret,New Zealand
SRR7617476,Cattle,New Zealand
SRR7617477,Cattle,New Zealand
SRR7617478,Ferret,New Zealand
SRR7617479,Cattle,New Zealand
SRR7617480,Ferret,New Zealand
SRR7617481,Porcine,New Zealand
SRR7617482,Porcine,New Zealand
SRR7617483,Porcine,New Zealand
SRR7617484,Cervid,New Zealand
SRR7617485,Ferret,New Zealand
SRR7617486,Porcine,New Zealand
SRR7617487,Porcine,New Zealand
SRR7617488,Possum,New Zealand
SRR7617489,Possum,New Zealand
SRR7617490,Cattle,New Zealand
SRR7617491,Cattle,New Zealand
SRR7617492,Cattle,New Zealand
SRR7617493,Cattle,New Zealand
SRR7617494,Porcine,New Zealand
SRR7617495,Cattle,New Zealand
SRR7617496,Cattle,New Zealand
SRR7617497,Porcine,New Zealand
SRR7617498,Cattle,New Zealand
SRR7617499,Cattle,New Zealand
SRR7617500,Cattle,New Zealand
SRR7617501,Possum,New Zealand
SRR7617502,Porcine,New Zealand
SRR7617503,Ferret,New Zealand
SRR7617504,Cattle,New Zealand
SRR7617505,Cattle,New Zealand
SRR7617506,Cattle,New Zealand
SRR7617507,Ferret,New Zealand
SRR7617508,Cattle,New Zealand
SRR7617509,Possum,New Zealand
SRR7617510,Possum,New Zealand
SRR7617511,Cervid,New Zealand
SRR7617512,Ferret,New Zealand
SRR7617513,Cervid,New Zealand
SRR7617514,Ferret,New Zealand
SRR7617515,Ferret,New Zealand
SRR7617516,Ferret,New Zealand
SRR7617517,Possum,New Zealand
SRR7617518,Cattle,New Zealand
SRR7617519,Ferret,New Zealand
SRR7617520,Possum,New Zealand
SRR7617521,Porcine,New Zealand
SRR7617522,Possum,New Zealand
SRR7617523,Possum,New Zealand
SRR7617524,Cattle,New Zealand
SRR7617525,Possum,New Zealand
SRR7617526,Possum,New Zealand
SRR7617527,Cattle,New Zealand
SRR7617528,Possum,New Zealand
SRR7617529,Cervid,New Zealand
SRR7617530,Cattle,New Zealand
SRR7617531,Cattle,New Zealand
SRR7617532,Possum,New Zealand
SRR7617533,Possum,New Zealand
SRR7617534,Cattle,New Zealand
SRR7617535,Cattle,New Zealand
SRR7617536,Cattle,New Zealand
SRR7617537,Cattle,New Zealand
SRR7617538,Ferret,New Zealand
SRR7617539,Cattle,New Zealand
SRR7617540,Cervid,New Zealand
SRR7617541,Cattle,New Zealand
SRR7617542,Cervid,New Zealand
SRR7617543,Cattle,New Zealand
SRR7617544,Cattle,New Zealand
SRR7617545,Cattle,New Zealand
SRR7617546,Cattle,New Zealand
SRR7617547,Cattle,New Zealand
SRR7617548,Cattle,New Zealand
SRR7617549,Ferret,New Zealand
SRR7617550,Possum,New Zealand
SRR7617551,Cervid,New Zealand
SRR7617552,Ferret,New Zealand
SRR7617553,Cervid,New Zealand
SRR7617554,Cervid,New Zealand
SRR7617555,Ferret,New Zealand
SRR7617556,Cervid,New Zealand
SRR7617557,Ferret,New Zealand
SRR7617558,Ferret,New Zealand
SRR7617559,Ferret,New Zealand
SRR7617560,Ferret,New Zealand
SRR7617561,Ferret,New Zealand
SRR7617562,Possum,New Zealand
SRR7617563,Possum,New Zealand
SRR7617564,Possum,New Zealand
SRR7617565,Cattle,New Zealand
SRR7617566,Porcine,New Zealand
SRR7617567,Porcine,New Zealand
SRR7617568,Possum,New Zealand
SRR7617569,Cervid,New Zealand
SRR7617570,Porcine,New Zealand
SRR7617571,Possum,New Zealand
SRR7617572,Cervid,New Zealand
SRR7617573,Cervid,New Zealand
SRR7617574,Ferret,New Zealand
SRR7617575,Ferret,New Zealand
SRR7617576,Ferret,New Zealand
SRR7617577,Possum,New Zealand
SRR7617578,Porcine,New Zealand
SRR7617579,Porcine,New Zealand
SRR7617580,Cervid,New Zealand
SRR7617581,Cervid,New Zealand
SRR7617582,Feline,New Zealand
SRR7617583,Cattle,New Zealand
SRR7617584,Cattle,New Zealand
SRR7617585,Cattle,New Zealand
SRR7617586,Porcine,New Zealand
SRR7617587,Possum,New Zealand
SRR7617588,Porcine,New Zealand
SRR7617589,Cattle,New Zealand
SRR7617590,Cattle,New Zealand
SRR7617591,Cervid,New Zealand
SRR7617592,Cattle,New Zealand
SRR7617593,Cattle,New Zealand
SRR7617594,Cattle,New Zealand
SRR7617595,Cattle,New Zealand
SRR7617596,Cervid,New Zealand
SRR7617597,Possum,New Zealand
SRR7617598,Cattle,New Zealand
SRR7617599,Cervid,New Zealand
SRR7617600,Cattle,New Zealand
SRR7617601,Cervid,New Zealand
SRR7617602,Cattle,New Zealand
SRR7617603,Cattle,New Zealand
SRR7617604,Cattle,New Zealand
SRR7617605,Possum,New Zealand
SRR7617606,Cattle,New Zealand
SRR7617607,Cattle,New Zealand
SRR7617608,Cattle,New Zealand
SRR7617609,Cattle,New Zealand
SRR7617610,Cattle,New Zealand
SRR7617611,Cattle,New Zealand
SRR7617612,Cattle,New Zealand
SRR7617613,Porcine,New Zealand
SRR7617614,Porcine,New Zealand
SRR7617615,Cervid,New Zealand
SRR7617616,Cattle,New Zealand
SRR7617617,Cattle,New Zealand
SRR7617618,Ferret,New Zealand
SRR7617619,Cattle,New Zealand
SRR7617620,Cattle,New Zealand
SRR7617621,Cattle,New Zealand
SRR7617622,Porcine,New Zealand
SRR7617623,Porcine,New Zealand
SRR7617624,Cattle,New Zealand
SRR7617625,Porcine,New Zealand
SRR7617626,Porcine,New Zealand
SRR7617627,Porcine,New Zealand
SRR7617628,Ferret,New Zealand
SRR7617629,Porcine,New Zealand
SRR7617630,Porcine,New Zealand
SRR7617631,Ferret,New Zealand
SRR7617632,Cattle,New Zealand
SRR7617633,Ferret,New Zealand
SRR7617634,Porcine,New Zealand
SRR7617635,Hedgehog,New Zealand
SRR7617636,Possum,New Zealand
SRR7617637,Porcine,New Zealand
SRR7617638,Feline,New Zealand
SRR7617639,Ferret,New Zealand
SRR7617640,Ferret,New Zealand
SRR7617641,Ferret,New Zealand
SRR7617642,Possum,New Zealand
SRR7617643,Porcine,New Zealand
SRR7617644,Ferret,New Zealand
SRR7617645,Porcine,New Zealand
SRR7617646,Ferret,New Zealand
SRR7617647,Ferret,New Zealand
SRR7617648,Cattle,New Zealand
SRR7617649,Cattle,New Zealand
SRR7617650,Cattle,New Zealand
SRR7617651,Cattle,New Zealand
SRR7617652,Ferret,New Zealand
SRR7617653,Cattle,New Zealand
SRR7617654,Cattle,New Zealand
SRR7617655,Cattle,New Zealand
SRR7617656,Ferret,New Zealand
SRR7617657,Cattle,New Zealand
SRR7617658,Cattle,New Zealand
SRR7617659,Cattle,New Zealand
SRR7617660,Cattle,New Zealand
SRR7617661,Cattle,New Zealand
SRR7617663,Cattle,New Zealand
SRR7617664,Cervid,New Zealand
SRR7617665,Cattle,New Zealand
SRR7617666,Ferret,New Zealand
SRR7617667,Possum,New Zealand
SRR7617668,Cattle,New Zealand
SRR7617669,Cattle,New Zealand
SRR7617670,Possum,New Zealand
SRR7617671,Cattle,New Zealand
SRR7617672,Cattle,New Zealand
SRR7617673,Porcine,New Zealand
SRR7617674,Cervid,New Zealand
SRR7617675,Ferret,New Zealand
SRR7617676,Ferret,New Zealand
SRR7617677,Porcine,New Zealand
SRR7617678,Cattle,New Zealand
SRR7617679,Cattle,New Zealand
SRR7617680,Possum,New Zealand
SRR7617681,Ferret,New Zealand
SRR7617682,Cattle,New Zealand
SRR7617683,Cattle,New Zealand
SRR7617684,Possum,New Zealand
SRR7617685,Possum,New Zealand
SRR7617686,Possum,New Zealand
SRR7617687,Possum,New Zealand
SRR7617688,Cattle,New Zealand
SRR7617689,Cattle,New Zealand
SRR7617690,Cattle,New Zealand
SRR7617691,Cattle,New Zealand
SRR7617692,Cattle,New Zealand
SRR7617693,Cattle,New Zealand
SRR7617694,Cattle,New Zealand
SRR7617695,Cattle,New Zealand
SRR7617696,Cattle,New Zealand
SRR7617697,Cattle,New Zealand
SRR7617698,Cattle,New Zealand
SRR7617699,Ferret,New Zealand
SRR7617700,Ferret,New Zealand
SRR7617701,Ferret,New Zealand
SRR7617702,Porcine,New Zealand
SRR7617703,Cattle,New Zealand
SRR7617704,Possum,New Zealand
SRR7617705,Possum,New Zealand
SRR7617706,Ferret,New Zealand
SRR7617707,Ferret,New Zealand
SRR7617708,Cattle,New Zealand
SRR7617709,Cattle,New Zealand
SRR7617710,Human,New Zealand
SRR7617711,Cattle,New Zealand
SRR7617712,Cattle,New Zealand
SRR7617713,Ferret,New Zealand
SRR7617714,Cattle,New Zealand
SRR7617715,Cattle,New Zealand
SRR7617716,Cattle,New Zealand
SRR7617717,Cervid,New Zealand
SRR7617718,Possum,New Zealand
SRR7617719,Porcine,New Zealand
SRR7617720,Porcine,New Zealand
SRR7617721,Porcine,New Zealand
SRR7617722,Cervid,New Zealand
SRR7617723,Porcine,New Zealand
SRR7617724,Possum,New Zealand
SRR7617725,Possum,New Zealand
SRR7617726,Porcine,New Zealand
SRR7617727,Porcine,New Zealand
SRR7617728,Cervid,New Zealand
SRR7617729,Porcine,New Zealand
SRR7617730,Cervid,New Zealand
SRR7617731,Porcine,New Zealand
SRR7617732,Possum,New Zealand
SRR7617733,Cervid,New Zealand
SRR7617734,Porcine,New Zealand
SRR7617735,Cervid,New Zealand
SRR7617736,Cervid,New Zealand
SRR7617737,Cervid,New Zealand
SRR7617738,Cervid,New Zealand
SRR7617739,Cervid,New Zealand
SRR7617740,Cattle,New Zealand
SRR7617741,Cervid,New Zealand
SRR7617742,Cattle,New Zealand
SRR7617743,Cattle,New Zealand
SRR7617744,Cattle,New Zealand
SRR7617745,Cattle,New Zealand
SRR7617746,Cattle,New Zealand
SRR7617747,Ferret,New Zealand
SRR7617748,Cattle,New Zealand
SRR7617749,Cattle,New Zealand
SRR7617750,Cattle,New Zealand
SRR7617751,Cattle,New Zealand
SRR7617752,Possum,New Zealand
SRR7617753,Cattle,New Zealand
SRR7617754,Porcine,New Zealand
SRR7617755,Possum,New Zealand
SRR7617756,Cattle,New Zealand
SRR7617757,Cattle,New Zealand
SRR7617758,Ferret,New Zealand
SRR7617759,Cattle,New Zealand
SRR7617760,Cattle,New Zealand
SRR7617761,Ferret,New Zealand
SRR7617762,Cervid,New Zealand
SRR7617763,Cattle,New Zealand
SRR7617764,Cattle,New Zealand
SRR7617765,Cervid,New Zealand
SRR7617766,Cattle,New Zealand
SRR7617767,Possum,New Zealand
SRR7617768,Porcine,New Zealand
SRR7617769,Porcine,New Zealand
SRR7617770,Cervid,New Zealand
SRR7617771,Porcine,New Zealand
SRR7617772,Porcine,New Zealand
SRR7617773,Ferret,New Zealand
SRR7617774,Ferret,New Zealand
SRR7617775,Ferret,New Zealand
SRR7617776,Cattle,New Zealand
SRR7617777,Cattle,New Zealand
SRR7617778,Cervid,New Zealand
SRR7617779,Cattle,New Zealand
SRR7617780,Cervid,New Zealand
SRR7617781,Porcine,New Zealand
SRR7617782,Possum,New Zealand
SRR7617783,Porcine,New Zealand
SRR7617784,Cattle,New Zealand
SRR7617785,Cattle,New Zealand
SRR7617786,Cattle,New Zealand
SRR7617787,Cattle,New Zealand
SRR7617788,Cervid,New Zealand
SRR7617789,Cervid,New Zealand
SRR7617790,Cervid,New Zealand
SRR7617791,Cervid,New Zealand
SRR7617792,Cervid,New Zealand
SRR7617793,Cervid,New Zealand
SRR7617794,Cervid,New Zealand
SRR7617795,Cervid,New Zealand
SRR7617796,Cattle,New Zealand
SRR7617797,Cattle,New Zealand
SRR7617798,Cattle,New Zealand
SRR7617799,Ferret,New Zealand
SRR7617800,Cattle,New Zealand
SRR7617801,Cattle,New Zealand
SRR7617802,Ferret,New Zealand
SRR7617803,Cattle,New Zealand
SRR7617804,Cattle,New Zealand
SRR7617805,Cattle,New Zealand
SRR7617806,Cattle,New Zealand
SRR7617807,Cattle,New Zealand
SRR7617808,Cervid,New Zealand
SRR7617809,Cattle,New Zealand
SRR7617810,Cervid,New Zealand
SRR7617811,Cervid,New Zealand
SRR7617812,Cattle,New Zealand
SRR7617813,Cattle,New Zealand
SRR7617814,Cattle,New Zealand
SRR7617815,Cattle,New Zealand
SRR7617816,Cattle,New Zealand
SRR7617817,Possum,New Zealand
SRR7617818,Possum,New Zealand
SRR7617819,Cattle,New Zealand
SRR7617820,Cattle,New Zealand
SRR7617821,Cattle,New Zealand
SRR7617822,Cattle,New Zealand
SRR7617823,Ferret,New Zealand
SRR7617824,Cattle,New Zealand
SRR7617825,Cattle,New Zealand
SRR7617826,Ferret,New Zealand
SRR7617827,Porcine,New Zealand
SRR7617828,Cattle,New Zealand
SRR7617829,Cattle,New Zealand
SRR7617830,Cattle,New Zealand
SRR7617831,Cattle,New Zealand
SRR7617832,Cattle,New Zealand
SRR7617833,Cattle,New Zealand
SRR7617834,Cattle,New Zealand
SRR7617835,Cattle,New Zealand
SRR7617836,Cattle,New Zealand
SRR7617837,Cattle,New Zealand
SRR7617838,Cattle,New Zealand
SRR7617839,Cattle,New Zealand
SRR7617840,Cattle,New Zealand
SRR7617841,Ferret,New Zealand
SRR7617842,Cattle,New Zealand
SRR7617843,Porcine,New Zealand
SRR7617844,Cattle,New Zealand
SRR7617845,Porcine,New Zealand
SRR7617846,Ferret,New Zealand
SRR7617847,Cattle,New Zealand
SRR7617848,Cattle,New Zealand
SRR7617849,Cattle,New Zealand
SRR7617850,Cattle,New Zealand
SRR7617851,Cattle,New Zealand
SRR7617852,Cattle,New Zealand
SRR7617853,Cattle,New Zealand
SRR7617854,Cattle,New Zealand
SRR7617855,Cattle,New Zealand
SRR7617856,Cattle,New Zealand
SRR7617857,Cattle,New Zealand
SRR7617858,Cattle,New Zealand
SRR7617859,Cattle,New Zealand
SRR7617860,Cattle,New Zealand
SRR7617861,Cervid,New Zealand
SRR7617862,Cattle,New Zealand
SRR15649877,Cattle,Brazil
SRR15649878,Cattle,Brazil
SRR15649879,Cattle,Brazil
SRR15649880,Cattle,Brazil
SRR12511761,Cattle,Brazil
SRR13986556,Cattle,Algeria
SRR13986557,Cattle,Algeria
SRR13986558,Cattle,Algeria
SRR13986559,Cattle,Algeria
SRR13986560,Cattle,Algeria
SRR13986561,Cattle,Algeria
SRR13986562,Cattle,Algeria
SRR13986563,Cattle,Algeria
SRR13986564,Cattle,Algeria
SRR13986565,Cattle,Algeria
SRR13986566,Cattle,Algeria
SRR13986567,Cattle,Algeria
SRR13986568,Cattle,Algeria
SRR15296910,Cattle,Spain
SRR15296911,Cattle,Spain
SRR15296912,Cattle,Spain
SRR15296913,Cattle,Spain
SRR15296914,Cattle,Spain
SRR15296915,Porcine,Spain
SRR15296916,Cattle,Spain
SRR15296917,Cattle,Spain
SRR15296918,Cattle,Spain
SRR15296919,Cattle,Spain
SRR15296920,Cattle,Spain
SRR15296921,Cattle,Spain
SRR15296922,Cattle,Spain
SRR15296923,Porcine,Spain
SRR15296924,Cattle,Spain
SRR15296925,Cattle,Spain
SRR15296926,Cattle,Spain
SRR15296927,Cattle,Spain
SRR15296928,Cattle,Spain
SRR15296929,Cattle,Spain
SRR15296930,Cattle,Spain
SRR15296931,Cattle,Spain
SRR15296932,Cattle,Spain
SRR15296933,Cattle,Spain
SRR15296934,Cattle,Spain
SRR15296935,Cattle,Spain
SRR15296936,Cattle,Spain
SRR15296937,Cattle,Spain
SRR15296938,Cattle,Spain
SRR15296939,Cattle,Spain
SRR15296940,Cattle,Spain
SRR15296941,Cattle,Spain
SRR15296942,Cattle,Spain
SRR15296943,Cattle,Spain
SRR15296944,Cattle,Spain
SRR15296945,Cattle,Spain
SRR15296946,Cattle,Spain
SRR15296947,Cattle,Spain
SRR15296948,Cattle,Spain
SRR15296949,Cattle,Spain
SRR15296950,Cattle,Spain
SRR15296951,Cattle,Spain
SRR15296952,Cattle,Spain
SRR15296953,Cattle,Spain
SRR15296954,Cattle,Spain
SRR15296955,Cattle,Spain
SRR15296956,Cattle,Spain
SRR15296957,Cattle,Spain
SRR15296958,Cattle,Spain
SRR15296959,Cattle,Spain
SRR15296960,Cattle,Spain
SRR15296961,Cattle,Spain
SRR15296962,Cattle,Spain
SRR15296963,Cattle,Spain
SRR15296964,Cattle,Spain
SRR15296965,Cattle,Spain
SRR15296966,Cattle,Spain
SRR15296967,Cattle,Spain
SRR15296968,Cattle,Spain
SRR15296969,Cattle,Spain
SRR15296970,Cattle,Spain
SRR15296971,Cattle,Spain
SRR15296972,Cattle,Spain
SRR15296973,Cattle,Spain
SRR15296974,Cattle,Spain
SRR15296975,Cattle,Spain
SRR15296976,Cattle,Spain
SRR15296977,Cattle,Spain
SRR15296978,Cattle,Spain
SRR15296979,Cattle,Spain
SRR15296980,Goat,Spain
SRR15296981,Cattle,Spain
SRR15296982,Cattle,Spain
SRR15296983,Cattle,Spain
SRR11418313,Cattle,Spain
SRR11418314,Cattle,Spain
SRR11418315,Cattle,Spain
SRR11418316,Cattle,Spain
SRR11418317,Cattle,Spain
SRR11418318,Cattle,Spain
SRR11418319,Goat,Spain
SRR11418320,Cattle,Spain
SRR11418321,Cattle,Spain
SRR11418322,Cattle,Spain
SRR11418323,Cattle,Spain
SRR11418324,Cattle,Spain
SRR11418325,Cattle,Spain
SRR11418326,Cattle,Spain
SRR11418327,Cattle,Spain
SRR11418328,Cattle,Spain
SRR11418330,Cattle,Spain
SRR11418331,Cattle,Spain
SRR11418333,Cattle,Spain
SRR11418334,Cattle,Spain
SRR11418335,Cattle,Spain
SRR11418336,Cattle,Spain
SRR11418337,Cattle,Spain
SRR11418338,Cattle,Spain
SRR11418339,Cattle,Spain
SRR8648476,Human,Russia
SRR8648477,Human,Russia
SRR8648478,Human,Russia
SRR8648479,Human,Russia
SRR8648480,Human,Russia
SRR8648481,Human,Russia
SRR8648482,Human,Russia
SRR8648483,Human,Russia
SRR8648484,Human,Russia
SRR21689506,Human,Netherlands
SRR21689636,Human,Netherlands
SRR21689968,Human,Netherlands
SRR21690029,Human,Netherlands
SRR21690642,Human,Netherlands
SRR21690810,Human,Netherlands
SRR21690871,Human,Netherlands
SRR21691063,Human,Netherlands
SRR21691135,Human,Netherlands
SRR18391657,Cervid,Spain
SRR18391678,Porcine,Spain
SRR18391714,Cattle,Spain
SRR18391733,Cattle,Spain
SRR18391745,Cervid,Spain
SRR18391750,Cervid,Spain
SRR18391758,Porcine,Spain
SRR18391766,Porcine,Spain
SRR17077295,Cattle,Mexico
SRR16278273,Cattle,China
SRR16278237,Cattle,China
SRR18391661,Cattle,Spain
SRR18391650,Porcine,Spain
SRR18391665,Cattle,Spain
SRR18391694,Cattle,Spain
SRR18391643,Cattle,Spain
SRR18391685,Cattle,Spain
SRR18391724,Cattle,Spain
SRR18391756,Cattle,Spain
SRR18391774,Cervid,Spain
SRR18391652,Cattle,Spain
SRR18391722,Porcine,Spain
SRR18391748,Cattle,Spain
